,title,case_id,top5
454,"Grable _ Sons Metal Products, Inc. v. Darue Engineering _ Mfg.",455,"action, zagrans, merrell, dow, title"
455,Graham County Soil and Water Conservation Dist. v. United States ex rel. Wilson,456,"reporting, administrative, report, hurt, qui"
456,Graham County Soil _ Water Conservation Dist. v. United States ex rel. Wilson,457,"action, limitations, section, qui, tam"
457,Graham v. Florida,458,"life, parole, makar, age, sentence"
458,Granholm v. Heald,459,"company1111, souter, new, sullivan, casey"
459,Granite Rock Co. v. Teamsters,460,"contract, mathiason, bonsall, clause, july"
460,Gratz v. Bollinger,461,"payton, students, kolbo, race, university"
461,Great-West Life _ Annuity Ins. Co. v. Knudson,462,"plan, equitable, relief, injunction, jorden"
462,Green Tree Financial Corp. v. Bazzle,463,"arbitration, phillips, class, contract, 4th"
463,Green Tree Financial Corp.-Ala. v. Randolph,464,"arbitration, phillips, sellers, costs, judge"
464,Green v. Brennan,465,"discharge, wolfman, gannon, resignation, employer"
465,Greene v. Fisher,466,"fisher, teague, decision, eisenberg, supreme"
466,Greenlaw v. United States,467,"appeals, sentence, defendant, howe, jorgensen"
467,Groh v. Ramirez,468,"warrant, search, cordray, kozakiewicz, amendment"
468,"Gross v. FBL Financial Services, Inc.",469,"phillips, jury, schnapper, burden, waterhouse"
469,Grupo Dataflux v. Atlas Global Group,470,"boyce, greenberg, inc, caterpillar, trial"
470,Grutter v. Bollinger,471,"mahoney, race, kolbo, school, michigan"
471,Gundy v. United States,472,"heritage, attorney, corporation, wall, baumgartel"
472,Gunn v. Minton,473,"patent, michel, malpractice, jurisdiction, webre"
473,Halbert v. Michigan,474,"appeal, moran, michigan, counsel, appeals"
474,"Hall Street Associates, L.L.C. v. Mattel, Inc.",475,"phillips, section, brinkmann, parties, agreement"
475,Hall v. Florida,476,"test, waxman, score, standard, percent"
476,Hall v. Hall,477,"judgment, heritage, katyal, corporation, simpson"
477,Hall v. United States,478,"chapter, administrative, bankruptcy, estate, taxes"
478,"Halliburton Co. v. Erica P. John Fund, Inc.",479,"market, class, basic, price, streett"
479,"Halo Electronics, Inc. v. Pulse Electronics, Inc.",480,"phillips, patent, wall, damages, standard"
480,Hamdan v. Rumsfeld,481,"clement, war, katyal, military, souter"
481,Hamdi v. Rumsfeld,482,"dunham, company1111, military, clement, habeas"
482,Hamer v. Neighborhood Housing Serv. of Chicago,483,"herstoff, heritage, corporation, stewart, appeal"
483,Hamilton v. Lanning,484,"income, debtor, hamilton, plan, period"
484,Hammon v. Indiana,485,"friedman, officer, fisher, gornstein, witness"
485,"Hana Financial, Inc. v. Hana Bank",486,"jury, mark, marks, hughes, legal"
486,Harbison v. Bell,487,"chavis, proceedings, clemency, jay, counsel"
487,Hardt v. Reliance Standard Life Ins. Co.,488,"judgment, fees, rosenkranz, erisa, benefits"
488,Harrington v. Richter,489,"colombo, gardner, blood, merits, counsel"
489,Harris v. Arizona Independent Redistricting Comm_n,490,"districts, partisanship, hearne, percent, smith"
490,Harris v. Quinn,491,"union, smith, public, pay, bargaining"
491,Harris v. United States,492,"judge, apprendi, mandatory, jury, discretion"
492,Harris v. Viegelahn,493,"trustee, chapter, debtor, madden, goldblatt"
493,Hartman v. Moore,494,"mccartan, prosecution, kneedler, cause, probable"
494,Hawaii v. Office of Hawaiian Affairs,495,"hawaii, resolution, supreme, shanmugam, apology"
495,Hawkins v. Community Bank of Raymore,496,"applicant, credit, guarantor, mcallister, guarantors"
496,Haywood v. Drown,497,"underwood, new, reporting, york, courts"
497,Hedgpeth v. Pulido,498,"error, jury, harmless, friedlander, theory"
498,Heffernan v. City of Paterson,499,"goldstein, first, amendment, frost, political"
499,Heien v. North Carolina,500,"officer, reasonable, fourth, amendment, north"
500,Heimeshoff v. Hartford Life _ Accident Ins. Co.,501,"carroll, process, plan, limitations, wessler"
501,"Hein v. Freedom From Religion Foundation, Inc.",502,"money, pincus, clement, challenge, taxpayer"
502,"Hemi Group, LLC v. City of New York",503,"koerner, barnhouse, taxes, city, tax"
503,Henderson v. Shinseki,504,"appeal, blatt, miller, veterans, jurisdictional"
504,Henderson v. United States,505,"firearms, control, dealer, possession, felon"
505,Henson v. Santander Consumer USA Inc.,506,"debt, reporting, russell, debts, petitioners"
506,Hernandez v. Mesa,507,"border, hilliard, bivens, mexico, kneedler"
507,Herring v. United States,508,"karlan, dreeben, warrant, department, negligence"
508,Hertz Corp. v. Friend,509,"headquarters, business, place, corporation, srinivasan"
509,Hibbs v. Winn,510,"tax, assessment, goddard, cohen, inc"
510,"Highmark, Inc. v. Allcare Health Management System, Inc.",511,"legal, issues, construction, pierce, dunner"
511,"Hiibel v. Sixth Judicial Dist. Court of Nev., Humboldt Cty.",512,"dolan, officer, person, amendment, hafen"
512,Hill v. McDonough,513,"doss, florida, alternative, method, execution"
513,Hillman v. Maretta,514,"beneficiary, ruttenberg, divorce, insurance, johnson"
514,Hillside Dairy Inc. v. Lyons,515,"milk, clause, california, 4th, floor"
515,Hinck v. United States,516,"tax, interest, marcus, jurisdiction, redding"
516,"Hoffman Plastic Compounds, Inc. v. NLRB",517,"board, employer, wolfson, pay, mccortney"
517,Holder v. Humanitarian Law Project,518,"cole, kagan, terrorist, activities, lawful"
518,Holder v. Martinez Gutierrez,519,"child, reporting, status, kruger, residence"
519,Holland v. Florida,520,"lawyer, makar, holland, equitable, client"
520,Hollingsworth v. Perry,521,"california, cooper, marriage, olson, couples"
521,"Holmes Group, Inc. v. Vornado Air Circulation Systems, Inc.",522,"patent, dabney, gowdey, jurisdiction, counterclaim"
522,Holmes v. South Carolina,523,"blume, zelenka, third, guilt, party"
523,Holt v. Hobbs,524,"curran, deference, prison, laycock, yang"
524,Honeycutt v. United States,525,"property, money, forfeiture, liability, proceeds"
525,Hope v. Pelzer,526,"forrester, jones, work, schlick, gates"
526,Horne v. Department of Agriculture,527,"raisins, kneedler, mcconnell, program, property"
527,Horne v. Flores,528,"funding, plan, nogales, srinivasan, child"
528,Hosanna-Tabor Evangelical Lutheran Church and School v. EEOC,529,"laycock, religious, minister, church, kruger"
529,House v. Bell,530,"blood, smith, kissinger, reasonable, testimony"
530,"Household Credit Services, Inc. v. Pfennig",531,"credit, charge, limit, goldsmith, fee"
531,"Howard Delivery Service, Inc. v. Zurich American Ins.",532,"insurance, strain, verrilli, priority, benefit"
532,Howell v. Howell,533,"pay, property, retirement, disability, divorce"
533,Howell v. Mississippi,534,"offense, hood, mississippi, murder, beck"
534,Howes v. Fields,535,"jacobs, miranda, prison, custody, free"
535,"Howsam v. Dean Witter Reynolds, Inc.",536,"arbitration, parties, agreement, friedberg, arbitrability"
536,Hudson v. Michigan (Reargued),537,"moran, warrant, search, knock, baughman"
537,Hudson v. Michigan,538,"moran, entry, salmons, knockandannounce, police"
538,"Hughes v. Talen Energy Marketing, LLC",539,"ferc, auction, maryland, bid, price"
539,Hughes v. United States,540,"heritage, corporation, shumsky, marks, kovner"
540,Hui v. Castaneda,541,"bivens, doyle, action, claims, immunity"
541,Hunt v. Cromartie,542,"everett, democratic, race, look, precincts"
542,Hurst v. Florida,543,"jury, winsor, judge, death, waxman"
543,"Husky Int_l Electronics, Inc. v. Ritz",544,"fraud, fraudulent, actual, murphy, money"
544,Husted v. A. Philip Randolph Institute,545,"vote, heritage, corporation, notice, failure"
545,"IBP, Inc. v. Alvarez",546,"phillips, activities, principal, activity, company1111"
546,Idaho v. United States,547,"lands, reservation, lake, strack, inc"
547,"Illinois Tool Works Inc. v. Independent Ink, Inc.",548,"market, power, patent, presumption, product"
548,Illinois v. Caballes,549,"dog, meczyk, search, sniff, madigan"
549,Illinois v. Lidster,550,"police, ramsell, reporting, inc, feinerman"
550,Illinois v. McArthur,551,"police, cause, probable, jones, warrant"
551,"Impressions Products, Inc. v. Lexmark Int_l, Inc.",552,"patent, sale, patentee, exhaustion, rights"
552,Indiana v. Edwards,553,"trial, defendant, stancil, fisher, judge"
553,Indianapolis v. Edmond,554,"falk, dog, stop, chinn, car"
554,INS v. St. Cyr,555,"guttentag, inc, fourteenth, depo, kneedler"
555,"Integrity Staffing Solutions, Inc. v. Busk",556,"employer, thierman, work, principal, clement"
556,"Intel Corp. v. Advanced Micro Devices, Inc.",557,"commission, lynch, discovery, company1111, proceeding"
557,Inyo County v. Paiute-Shoshone Indians of Bishop Community of Bishop Colony,558,"chambers, kirby, 4th, floor, tribal"
558,Iowa v. Tovar,559,"counsel, plea, defendant, wilson, guilty"
559,Irizarry v. United States,560,"notice, judge, guidelines, madden, sentence"
560,"J. E. M. Ag Supply, Inc. v. Pioneer Hi-Bred International, Inc.",561,"patent, plant, protection, inc, johnson"
561,"J. McIntyre Machinery, Ltd. v. Nicastro",562,"united, new, manufacturer, jersey, distributor"
562,J.D.B. v. North Carolina,563,"blackman, miranda, officer, person, cooper"
563,Jackson v. Birmingham Bd. of Ed.,564,"title, retaliation, thomas, discrimination, dellinger"
564,Jackson v. Hobbs,565,"stevenson, life, holt, parole, arkansas"
565,"James LaRue v. DeWolff, Boberg _ Associates Inc., et al.",566,"plan, gies, fiduciary, breach, money"
566,James v. United States,567,"risk, burglary, marcus, potential, crawford"
567,"Janus Capital Group, Inc. v. First Derivative Traders",568,"frederick, jcm, statement, fund, funds"
568,"Janus v. State, County, and Municipal Employees",569,"heritage, reporting, corporation, public, union"
569,Jennings v. Rodriguez,570,"heritage, corporation, detention, stewart, months"
570,Jennings v. Stevens,571,"schaffer, appeal, counsel, judgment, oldham"
571,"Jerman v. Carlisle, McNellie, Rini, Kramer _ Ulrich LPA",572,"error, reporting, coakley, lawyer, debt"
572,"Jesinoski v. Countrywide Home Loans, Inc.",573,"rescission, notice, borrower, waxman, lender"
573,"Jesner v. Arab Bank, PLC.",574,"corporation, heritage, reporting, international, fisher"
574,Jimenez v. Quarterman,575,"appeal, texas, direct, jordan, postconviction"
575,Jinks v. Richland County,576,"lindemann, carolina, south, floor, courts"
576,John R. Sand _ Gravel Co. v. United States,577,"jurisdictional, irwin, reporting, haynes, limitations"
577,Johnson v. California,578,"grunder, prison, company1111, california, race"
578,Johnson v. United States,579,"possession, menendez, bash, use, crime"
579,Johnson v. Williams,580,"juror, brenan, hermansen, sixth, amendment"
580,Jones v. Bock,581,"olivieri, exhaustion, andre, prisoner, claims"
581,Jones v. Flowers,582,"kirkpatrick, address, property, phillips, mail"
582,Jones v. Harris Associates L.P.,583,"donovan, fiduciary, frederick, fee, services"
583,Jones v. R. R. Donnelley _ Sons Co.,584,"action, new, cause, section, inc"
584,"Jose Ernesto Medellin, v. Texas",585,"judgment, cruz, president, donovan, obligation"
585,JP Morgan Chase Bank v. Traffic Stream (BVI) Infrastructure Ltd.,586,"british, albert, kingdom, reid, subjects"
586,Judulang v. Holder,587,"crime, gannon, moral, turpitude, deportation"
587,Kaley v. United States,588,"srebnick, dreeben, grand, jury, probable"
588,Kansas v. Carr,589,"jury, reginald, jonathan, liu, kansas"
589,Kansas v. Cheever,590,"defendant, expert, amendment, defense, fifth"
590,Kansas v. Colorado,591,"fees, suthers, special, original, master"
591,Kansas v. Crane,592,"stovall, control, kansas, disorder, mental"
592,Kansas v. Gleason,593,"kansas, jury, schmidt, instruction, instructions"
593,Kansas v. Marsh (Reargued),594,"death, kline, woodman, jury, equipoise"
594,Kansas v. Marsh,595,"death, woodman, kline, jury, decision"
595,Kansas v. Nebraska,596,"master, mcallister, water, compact, parties"
596,Kansas v. Ventris,597,"amendment, counsel, defendant, trial, police"
597,Kappos v. Hyatt,598,"new, pto, anders, standard, applicant"
598,Kasten v. Saint-Gobain Performance Plastics Corp.,599,"complaint, phillips, kaster, oral, employer"
599,Kawasaki Kisen Kaisha Ltd. v. Regal-Beloit Corp.,600,"carrier, frederick, carmack, rail, ballenger"
600,Kawashima v. Holder,601,"tax, fraud, deceit, gannon, false"
601,"Kellogg Brown _ Root Services, Inc. v. United States, ex rel, Carter",602,"stone, offense, civil, elwood, criminal"
602,Kelly v. South Carolina,603,"dangerousness, jury, well, simmons, waters"
603,Kelo v. New London,604,"bullock, horton, use, property, private"
604,Kennedy v. Louisiana,605,"rape, fisher, death, coker, child"
605,Kennedy v. Plan Administrator for DuPont Sav. and Investment Plan,606,"plan, levy, beneficiary, waiver, furlow"
606,"Kentucky Assn. of Health Plans, Inc. v. Miller",607,"insurance, eccles, provider, risk, drug"
607,Kentucky Retirement Systems v. EEOC,608,"years, age, retirement, service, person"
608,Kentucky v. King,609,"police, door, farley, drake, test"
609,Kerry v. Din,610,"kneedler, haddad, consular, husband, visa"
610,Khanh Phuong Nguyen v. United States,611,"article, iii, judge, millett, green"
611,"Kimble v. Marvel Enterprises, Inc.",612,"patent, brulotte, melnik, saunders, reason"
612,Kindred Nursing Centers Ltd. v. Clark,613,"arbitration, pincus, attorney, power, kentucky"
613,King v. Burwell,614,"carvin, exchange, verrilli, exchanges, qualified"
614,"Kingdomware Technologies, Inc. v. United States",615,"tripp, fss, reporting, saunders, contract"
615,Kingsley v. Hendrickson,616,"force, standard, punishment, use, test"
616,Kiobel v. Royal Dutch Petroleum Co.,617,"hoffman, sullivan, jurisdiction, verrilli, foreign"
617,Kircher v. Putnam Funds Trust,618,"perry, frederick, jurisdiction, slusa, remand"
618,"Kirtsaeng v. John Wiley _ Sons, Inc.",619,"copyright, reporting, rosenkranz, united, title"
619,Klein _ Co. Futures v. Board of Trade of City of New York,620,"transaction, contract, clearing, pincus, rules"
620,Kloeckner v. Solis,621,"harrington, discrimination, board, mspb, decision"
621,Knick v. Township of Scott,622,"sachs, heritage, corporation, compensation, condemnation"
622,Knight v. Commissioner,623,"trust, advice, miller, investment, rubin"
623,Knowles v. Mirzayance,624,"mercer, sevilla, hearing, strickland, defense"
624,Knox v. Service Employees,625,"young, notice, union, collins, assessment"
625,Kokesh v. SEC,626,"disgorgement, goldenberg, money, forfeiture, penalty"
626,Kontrick v. Ryan,627,"poor, inc, rules, jones, bankruptcy"
627,Koons v. United States,628,"sentence, guidelines, judge, heritage, minimum"
628,Koontz v. St. Johns River Water Management Dist.,629,"permit, nollan, dolan, wolfson, condition"
629,Kowalski v. Tesmer,630,"casey, moran, inc, michigan, counsel"
630,"KP Permanent Make-Up, Inc. v. Lasting Impression, Inc.",631,"confusion, brinkmann, mark, use, company1111"
631,"Krupski v. Costa Crociere, S. p. A.",632,"glazier, costa, cruise, mistake, reporting"
632,"KSR International Co. v. Teleflex, Inc.",633,"patent, goldstein, test, motivation, obvious"
633,Kucana v. Holder,634,"discretion, reopen, leiter, motions, attorney"
634,Kurns v. Railroad Friction Products Corp.,635,"use, design, locomotive, repair, frederick"
635,Kyllo v. United States,636,"lerner, heat, house, dreeben, inc"
636,"Laboratory Corp. of America Holdings v. Metabolite Laboratories, Inc.",637,"patent, stevens, step, test, morse"
637,Lackawanna County District Attorney v. Coss,638,"conviction, sentence, omalley, inc, fourteenth"
638,Lafler v. Cooper,639,"newman, plea, trial, judge, remedy"
639,Lagos v. United States,640,"investigation, heritage, corporation, huston, expenses"
640,"Lamar, Archer _ Cofrin, LLP v. Appling",641,"statement, financial, condition, heritage, corporation"
641,Lamie v. United States Trustee,642,"trustee, debtor, attorney, chapter, blatt"
642,Lane v. Franks,643,"employee, speech, job, public, garcetti"
643,Lapides v. Board of Regents of Univ. System of Ga.,644,"immunity, orland, claims, removal, bederman"
644,Law v. Siegel,645,"bankruptcy, debtor, property, trustee, hellman"
645,Lawrence v. Florida,646,"bonner, application, kise, petition, file"
646,Lawrence v. Texas,647,"rosenthal, smith, floor, texas, sexual"
647,Lawson v. FMR LLC,648,"contractor, fraud, perry, employees, schnapper"
648,League of United Latin American Citizens v. Perry,649,"map, section, smith, cruz, districts"
649,Ledbetter v. Goodyear Tire _ Rubber Co.,650,"pay, reporting, russell, discrimination, years"
650,Lee v. Kemna,651,"trial, witnesses, counsel, wilson, judge"
651,Lee v. Tam,652,"trademark, connell, stewart, program, mark"
652,Lee v. United States,653,"bursch, feigin, trial, defendant, kagan"
653,"Leegin Creative Leather Products, Inc. v. PSKS, Inc.",654,"price, resale, olson, maintenance, manufacturer"
654,Legal Services Corporation v. Velazquez,655,"neuborne, lawyer, legal, forum, services"
655,"Levin v. Commerce Energy, Inc.",656,"tax, fitch, mizer, taxes, comity"
656,Levin v. United States,657,"shah, tort, exception, immunity, feldman"
657,Lewis v. City of Chicago,658,"solomon, test, impact, disparate, practice"
658,Lewis v. Clarke,659,"immunity, tribe, sovereign, katyal, employee"
659,"Lewis v. Lewis _ Clark Marine, Inc.",660,"limitation, obrien, liability, inc, dripps"
660,"Lexmark Int_l, Inc. v. Static Control Components, Inc.",661,"lanham, interest, loy, test, jones"
661,Life Technologies Corp. v. Promega Corp.,662,"reporting, components, substantial, phillips, united"
662,Lightfoot v. Cendant Mortgage,663,"jurisdiction, fannie, competent, language, mae"
663,"Limelight Networks, Inc. v. Akamai Technologies, Inc.",664,"infringement, patent, steps, liability, waxman"
664,Limtiaco. v. Camacho,665,"jurisdiction, brinkmann, tax, waxman, value"
665,Lincoln Property Co. v. Roche,666,"joseph, party, lincoln, defendant, real"
666,Lingle v. Chevron U. S. A. Inc.,667,"test, compensation, stewart, property, basis"
667,Locke v. Davey,668,"religious, pierce, inc, clause, sekulow"
668,Locke v. Karass,669,"union, litigation, young, lehnert, collins"
669,Lockhart v. United States,670,"sexual, abuse, zas, minor, abusive"
670,Lockyer v. Andrade,671,"chemerinsky, danzig, california, solem, sentence"
671,Logan v. United States,672,"rights, reporting, civil, offender, serious"
672,"Long Island Care at Home, Ltd. v. Coke",673,"becker, exemption, department, regulation, regulations"
673,Lopez v. Davis,674,"bureau, prisons, program, meierhenry, discretion"
674,Lopez v. Gonzales,675,"kneedler, felony, reporting, crime, crooks"
675,Lorillard Tobacco Co. v. Reilly,676,"sutton, advertising, inc, fourteenth, depo"
676,"Los Angeles County Flood Control Dist. v. Natural Resources Council, Inc.",677,"permit, coates, colangelo, discharge, shah"
677,Los Angeles County v. Humphries,678,"pincus, policy, monell, coates, city"
678,"Los Angeles v. Alameda Books, Inc.",679,"adult, klekner, business, city, ordinance"
679,Los Angeles v. Patel,680,"goldstein, rosenkranz, records, hotel, police"
680,Loughrin v. United States,681,"bank, check, yang, reporting, russell"
681,Lozano v. Montoya Alvarez,682,"child, article, regan, return, convention"
682,Lozman v. Riviera Beach,683,"heritage, corporation, officer, karlan, arrest"
683,Lucia v. SEC,684,"heritage, corporation, metlitsky, officer, wall"
684,Luis v. United States,685,"money, assets, dreeben, srebnick, defendant"
685,"Lujan v. G _ G Fire Sprinklers, Inc.",686,"seideman, prime, money, fourteenth, inc"
686,Lynch v. Dimaya,687,"kneedler, reporting, burglary, criminal, rosenkranz"
687,Lynch v. Morales-Santana,688,"broome, kneedler, citizenship, united, remedy"
688,"Mach Mining, LLC v. EEOC",689,"goldstein, eeoc, conciliation, courts, agency"
689,"Mac_s Shell Service, Inc. v. Shell Oil Products Co.",690,"termination, constructive, contract, franchisee, franchise"
690,Madigan v. Levin,691,"theobald, scodro, adea, gera, seventh"
691,"Madigan v. Telemarketing Associates, Inc.",692,"copilevitz, charity, percent, huszagh, floor"
692,Madison v. Alabama,693,"heritage, stevenson, corporation, dementia, madison"
693,Magwood v. Patterson,694,"second, judgment, first, fisher, new"
694,Manrique v. United States,695,"appeal, notice, rashkind, judgment, restitution"
695,Manuel Ayestas v. Davis,696,"heritage, corporation, kovarsky, keller, necessary"
696,Manuel v. Joliet,697,"amendment, fourth, eisenhammer, scodro, prosecution"
697,Maples v. Thomas,698,"garre, counsel, neiman, maples, record"
698,Maracich v. Spears,699,"clement, guerra, litigation, solicitation, information"
699,Marinello v. United States,700,"heritage, reporting, parker, corporation, gorsuch"
700,Markazi v. Peterson,701,"lamken, particular, assets, kagan, like"
701,Marrama v. Citizens Bank of Mass.,702,"chapter, baker, debtor, bankruptcy, convert"
702,Marshall v. Marshall,703,"probate, jurisdiction, brunstad, bankruptcy, trust"
703,Martel v. Clair,704,"counsel, campbell, judge, waxman, clair"
704,Martin v. Franklin Capital Corp.,705,"heldman, reporting, company1111, chilton, removal"
705,Martinez v. Ryan,706,"counsel, bartels, cattani, trial, appeal"
706,Marvin M. Brandt Revocable Trust v. United States,707,"lechner, yang, easement, railroad, land"
707,Marx v. General Revenue Corp.,708,"costs, fees, provision, attorney, bad"
708,Maryland v. Blake,709,"ravenell, graeff, feldman, company1111, police"
709,Maryland v. King,710,"winfree, dreeben, person, search, fingerprints"
710,Maryland v. Pringle,711,"bair, forster, drugs, 4th, floor"
711,Maryland v. Shatzer,712,"davis, custody, edwards, gansler, counsel"
712,Maslenjak v. United States,713,"parker, landau, naturalization, kagan, statement"
713,Massachusetts v. EPA,714,"milkey, garre, air, agency, epa"
714,Massanari v. Sigmon Coal Co.,715,"woodrum, successor, coal, inc, fourteenth"
715,Massaro v. United States,716,"counsel, trial, direct, srinivasan, fahringer"
716,"Masterpiece Cakeshop, Ltd. v. Colorado Civil Rights Comm_n",717,"heritage, corporation, cake, speech, yarger"
717,Mata v. Lynch,718,"board, equitable, fifth, jurisdiction, reopen"
718,Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians v. Patchak,719,"title, land, action, miller, nelson"
719,"Mathias v. Worldcom Technologies, Inc.",720,"bertocchi, contract, commission, interpretation, mcdowell"
720,Mathis v. United States,721,"descamps, burglary, approach, means, element"
721,Matrixx Initiatives v. Siracusano,722,"hacker, reporting, product, frederick, reports"
722,Mayle v. Felix,723,"habeas, porter, chan, different, civil"
723,"Mayo Collaborative Services v. Prometheus Laboratories, Inc.",724,"patent, different, process, bress, nature"
724,Mayo Foundation for Medical Ed. and Research v. United States,725,"olson, student, work, residents, exemption"
725,Mayorkas v. Cuellar de Osorio,726,"goldenberg, petition, conversion, automatic, date"
726,McBurney v. Young,727,"gupta, reporting, commerce, records, information"
727,McConnell v. Federal Election Comm_n,728,"money, parties, national, abrams, party"
728,McCoy v. Louisiana,729,"waxman, lawyer, heritage, client, corporation"
729,McCreary County v. American Civil Liberties Union of Ky.,730,"display, commandments, ten, company1111, religious"
730,McCrory v. Harris,731,"map, race, politics, clement, elias"
731,McCullen v. Coakley,732,"rienzi, zone, gershengorn, speech, massachusetts"
732,McCutcheon v. Federal Election Comm_n,733,"money, verrilli, candidates, murphy, limits"
733,McDonald v. City of Chicago,734,"amendment, feldman, rights, second, heller"
734,McDonnell v. United States,735,"dreeben, influence, action, decision, governor"
735,McFadden v. United States,736,"illegal, defendant, russell, harrington, drug"
736,McKune v. Lile,737,"program, wiltanger, prison, level, garre"
737,McLane Co. v. EEOC,738,"reporting, discretion, standard, kinnaird, test"
738,McNeill v. United States,739,"offense, gordon, conviction, defendant, felony"
739,McQuiggin v. Perkins,740,"bursch, readler, innocence, actual, diligence"
740,McWilliams v. Dunn,741,"expert, defense, ake, defendant, experts"
741,Meacham v. Knolls Atomic Power Laboratory,742,"age, burden, reasonable, waxman, russell"
742,MeadWestvaco Corp. v. Illinois Dept. of Revenue,743,"illinois, business, tax, barov, mead"
743,Medellin v. Dretke,744,"president, page, company1111, a34bda65a6f142d883ec09cfb6aa8dc6, treaty"
744,"MedImmune, Inc. v. Genentech, Inc.",745,"mahoney, patent, kester, license, agreement"
745,Medtronic Inc. v. Boston Scientific Corp.,746,"neustadt, burden, infringement, declaratory, patent"
746,Melendez-Diaz v. Massachusetts,747,"fisher, coakley, confrontation, test, defendant"
747,Mellouli v. Holder,748,"drug, laramore, kovner, substance, approach"
748,Menominee Tribe of Wis. v. United States,749,"class, strommer, tribe, action, claims"
749,"Merck KGaA v. Integra Lifesciences I, LTD.",750,"drug, flores, rosenkranz, merck, research"
750,Merck _ Co. v. Reynolds,751,"shanmugam, discovery, plaintiff, inquiry, information"
751,Meredith v. Jefferson County Bd. of Ed.,752,"school, schools, board, mellen, plan"
752,"Merit Management Group, LP v. FTI Consulting, Inc.",753,"transfer, walsh, heritage, corporation, trustee"
753,"Merrill Lynch, Pierce, Fenner _ Smith Inc. v. Manning",754,"hacker, new, complaint, jersey, duty"
754,"Merrill Lynch, Pierce, Fenner _ Smith, Inc. v. Dabit",755,"frederick, claims, connection, stevens, purchase"
755,Messerschmidt v. Millender,756,"wolfson, warrant, officer, coates, cause"
756,Metrish v. Lancaster,757,"michigan, mogill, supreme, bursch, capacity"
757,"Metro-Goldwyn-Mayer Studios Inc. v. Grokster, Ltd.",758,"verrilli, taranto, sony, infringing, clement"
758,Metropolitan Life Ins. Co. v. Glenn,759,"conflict, posner, decision, rosenkranz, reasonableness"
759,Meyer v. Holly,760,"benedon, broker, corporation, schwemm, meyer"
760,Michael A. Watson v. United States,761,"use, gun, koch, maynard, transaction"
761,Michael Rivera. v. Illinois,762,"error, jury, juror, illinois, violation"
762,Michigan v. Bay Mills Indian Community,763,"immunity, indian, bursch, tribe, lands"
763,Michigan v. Bryant,764,"van, hoek, reporting, police, emergency"
764,Michigan v. EPA,765,"costs, appropriate, verrilli, agency, health"
765,Mickens v. Taylor,766,"conflict, wagner, judge, reporting, inc"
766,Microsoft Corp. v. AT_T Corp.,767,"component, disk, code, olson, waxman"
767,Microsoft Corp. v. Baker,768,"reporting, appeal, class, stris, plaintiffs"
768,Microsoft Corp. v. i4i Ltd. Partnership,769,"patent, standard, clear, burden, presumption"
769,"Midland Funding, LLC v. Johnson",770,"bankruptcy, reporting, debt, geyser, defense"
770,"Milavetz, Gallop _ Milavetz, P.A. v. United States",771,"bankruptcy, brunstad, debt, attorney, jay"
771,Millbrook v. United States,772,"enforcement, officers, officer, scope, bucholtz"
772,Miller v. Alabama,773,"stevenson, life, parole, neiman, sentence"
773,Miller-El v. Cockrell,774,"jurors, trial, judge, waxman, juror"
774,Miller-El v. Dretke,775,"bunn, jurors, death, penalty, stevens"
775,Milner v. Department of Navy,776,"yang, exemption, personnel, agency, crooker"
776,"Mims v. Arrow Financial Services, LLC",777,"action, jurisdiction, nelson, garre, cause"
777,Ministry of Defense and Support for Armed Forces of Islamic Republic of Iran v. Elahi,778,"iran, tribunal, judgment, cubic, phillips"
778,Minneci v. Pollard,779,"bivens, preis, remedy, franklin, remedies"
779,Minnesota Voters Alliance v. Mansky,780,"breemer, political, heritage, corporation, rogan"
780,"Mississippi, Inc. ex rel. Hood v. AU Optronics Corp.",781,"action, massey, attorney, class, claims"
781,Missouri v. Frye,782,"plea, queener, trial, guilty, counsel"
782,Missouri v. McNeely,783,"warrant, reporting, shapiro, blood, test"
783,Missouri v. Siebert,784,"statement, miranda, mitchell, bartholow, inc"
784,Mohamad v. Palestinian Authority,785,"individual, person, word, united, ferguson"
785,"Mohawk Industries, Inc. v. Carpenter",786,"appeal, attorneyclient, resnik, important, judgment"
786,"Mohawk Industries, Inc. v. Williams",787,"enterprise, phillips, individuals, corporation, mohawk"
787,Molina-Martinez v. United States,788,"reporting, crooks, judge, guidelines, defendant"
788,Moncrieffe v. Holder,789,"goldstein, felony, conviction, look, provision"
789,Monsanto Co. v. Geertson Seed Farms,790,"robbins, injunction, reporting, agency, garre"
790,Montana v. Wyoming,791,"water, use, beneficial, bullock, montana"
791,Montanile v. Board of Trustees of Nat. Elevator Industry Health Benefit Plan,792,"equity, stris, equitable, plan, katyal"
792,Montejo v. Louisiana,793,"lawyer, counsel, defendant, jackson, police"
793,Montgomery v. Louisiana,794,"reporting, duncan, teague, miller, jurisdiction"
794,Moore v. Texas,795,"standards, texas, sloan, factors, current"
795,Morgan Stanley Capital Group Inc. v. Public Utility Distr. No. 1 of Snohomish Cty.,796,"market, ferc, reporting, contracts, contract"
796,Morrison v. National Australia Bank Ltd.,797,"dubbs, united, australia, test, foreign"
797,Morse v. Frederick,798,"school, reporting, starr, speech, tinker"
798,"Moseley v. V. Secret Catalogue, Inc.",799,"mark, dellinger, dilution, higgins, secret"
