,title,case_id,top5
1137,United States v. Arvizu,1138,"schlick, road, border, patrol, agent"
1138,United States v. Atlantic Research Corp.,1139,"settlement, hungar, contribution, section, action"
1139,United States v. Banks,1140,"salmons, roske, seconds, reasonable, circumstances"
1140,United States v. Bean,1141,"secretary, kneedler, goldstein, atf, agency"
1141,United States v. Booker,1142,"guidelines, jury, clement, judge, sentence"
1142,United States v. Bormes,1143,"tucker, jacobs, sovereign, immunity, fcra"
1143,United States v. Bryant,1144,"conviction, prelogar, convictions, tribal, counsel"
1144,United States v. Castleman,1145,"force, violence, sherry, arbus, domestic"
1145,United States v. Clarke,1146,"tax, harrington, irs, reporting, marod"
1146,United States v. Cleveland Indians Baseball Co.,1147,"phillips, feldman, inc, fourteenth, depo"
1147,United States v. Clintwood Elkhorn Mining Co.,1148,"tax, reporting, millett, refund, jay"
1148,United States v. Cotton,1149,"jury, indictment, dreeben, grand, sullivan"
1149,United States v. Craft,1150,"property, jones, tenancy, lien, interest"
1150,United States v. Davila,1151,"judge, defendant, error, yablon, plea"
1151,United States v. Denedo,1152,"military, freedus, shah, coram, nobis"
1152,United States v. Dominguez Benitez,1153,"mossman, defendant, himmelfarb, plea, company1111"
1153,United States v. Drayton,1154,"spivey, thompson, bus, bostick, test"
1154,United States v. Efrain Santos and Benedicto Diaz,1155,"money, proceeds, profits, definition, business"
1155,United States v. Eurodif S.A.,1156,"sale, commerce, halligan, uranium, stewart"
1156,"United States v. Fior D_Italia, Inc.",1157,"tax, power, employer, tips, assessment"
1157,United States v. Flores-Montano.,1158,"blatt, hubachek, gas, tank, inc"
1158,United States v. Galletti,1159,"haberbush, jones, partnership, partners, inc"
1159,United States v. Georgia,1160,"constitutional, company1111, castanias, title, bagenstos"
1160,United States v. Gonzaga Rodriquez,1161,"offense, maximum, rothfeld, shanmugam, acca"
1161,United States v. Gonzalez-Lopez,1162,"counsel, defendant, dreeben, lawyer, fisher"
1162,"United States v. Graydon Earl Comstock, Jr.",1163,"dubois, power, kagan, person, custody"
1163,United States v. Grubbs,1164,"warrant, probable, cause, dreeben, magistrate"
1164,United States v. Hatter,1165,"judges, tax, rosenthal, wolfson, inc"
1165,United States v. Hayes,1166,"saharsky, giatras, offense, domestic, violence"
1166,"United States v. Home Concrete _ Supply, LLC",1167,"colony, stewart, garre, irs, gross"
1167,United States v. Jicarilla Apache Nation,1168,"trust, trustee, reporting, advice, gordon"
1168,United States v. Jimenez Recio,1169,"conspiracy, shurtliff, ninth, cruz, drugs"
1169,United States v. Jones,1170,"leckar, dreeben, police, car, gps"
1170,United States v. June,1171,"jurisdictional, prelogar, equitable, claims, tucker"
1171,United States v. Kebodeaux,1172,"power, military, page, dreeben, fuentes"
1172,United States v. Knights,1173,"probation, stewart, search, fox, page"
1173,United States v. Kwai Fun Wong,1174,"tucker, language, martinez, jurisdictional, equitable"
1174,United States v. Lara,1175,"power, indian, kneedler, tribe, tribes"
1175,United States v. Marcus,1176,"fahringer, error, conduct, jury, post"
1176,United States v. Mead Corp.,1177,"jones, coll, agency, deference, inc"
1177,United States v. Microsoft Corp.,1178,"dreeben, heritage, corporation, rosenkranz, information"
1178,United States v. Navajo Nation,1179,"secretary, lease, frye, kneedler, tribe"
1179,United States v. Oakland Cannabis Buyers_ Cooperative,1180,"uelmen, underwood, inc, fourteenth, depo"
1180,United States v. Olson,1181,"private, maynard, cotter, company1111, arizona"
1181,United States v. O_Brien,1182,"horwich, sentence, years, firearm, maximum"
1182,United States v. Patane,1183,"miranda, wichlens, dreeben, police, compulsion"
1183,"United States v. Quality Stores, Inc.",1184,"wages, payments, fica, reporting, definition"
1184,United States v. Resendiz-Ponce,1185,"jury, indictment, grand, trial, attempt"
1185,United States v. Ressam,1186,"mukasey, hillier, explosives, relationship, felony"
1186,United States v. Ruiz,1187,"defendant, guilty, hubachek, olson, brady"
1187,United States v. Sanchez-Gomez,1188,"kedem, heritage, corporation, cahn, action"
1188,United States v. Stevens,1189,"katyal, first, videos, market, amendment"
1189,United States v. Stitt,1190,"burglary, heritage, reporting, corporation, ross"
1190,United States v. Texas,1191,"verrilli, work, action, keller, authorization"
1191,United States v. Tinklenberg,1192,"trial, delay, motion, days, motions"
1192,United States v. Tohono O_odham Nation,1193,"claims, yang, suit, accounting, spinelli"
1193,"United States v. United Foods, Inc.",1194,"speech, mcdowell, tribe, inc, fourteenth"
1194,United States v. Vonn,1195,"error, record, defendant, dreeben, inc"
1195,United States v. White Mountain Apache Tribe,1196,"garre, brauchli, trust, use, property"
1196,United States v. Williams,1197,"child, clement, pornography, diaz, problem"
1197,United States v. Windsor,1198,"marriage, clement, house, srinivasan, chadha"
1198,United States v. Woods,1199,"partnership, penalty, basis, partner, garre"
1199,United States v. Wurie,1200,"phone, mizner, search, cell, dreeben"
1200,"United States, Ex Rel. Eisenstein v. City of New York",1201,"party, days, rephen, schor, appeal"
1201,United States. v. Navajo Nation,1202,"lease, imla, phillips, secretary, leases"
1202,"United Student Aid Funds, Inc. v. Espinosa",1203,"bankruptcy, discharge, wanslee, creditor, well"
1203,"Unitherm Food Systems, Inc. v. Swift-Eckrich, Inc.",1204,"motion, trial, schroeder, new, judgment"
1204,"Universal Health Services, Inc. v. United States",1205,"englert, false, contract, material, services"
1205,University of Tex. Southwestern Medical Center v. Nassar,1206,"retaliation, discrimination, joseffer, title, vii"
1206,Upper Skagit Tribe v. Lundgren,1207,"immunity, tribe, heritage, sovereign, corporation"
1207,"US Airways, Inc. v. Barnett",1208,"reasonable, center, accommodation, job, seniority"
1208,"US Airways, Inc. v. McCutchen",1209,"plan, agreement, equity, katyal, equitable"
1209,Utah v. Evans,1210,"census, lee, imputation, olson, method"
1210,Utah v. Strieff,1211,"stop, watt, officer, warrants, warrant"
1211,Utility Air Regulatory Group v. EPA,1212,"epa, reporting, pollutant, verrilli, air"
1212,Uttecht v. Brown,1213,"judge, elliott, juror, trial, samson"
1213,Vaden v. Discover Bank,1214,"phillips, section, arbitration, look, jurisdiction"
1214,Van de Kamp v. Goldstein,1215,"reporting, rosenkranz, information, policy, prosecutor"
1215,Van Orden v. Perry,1216,"commandments, ten, religious, chemerinsky, company1111"
1216,Vance v. Ball State Univ.,1217,"ortiz, authority, seventh, record, davis"
1217,Vartelas v. Holder,1218,"miller, bibas, guilty, landgraf, conduct"
1218,Vasquez v. United States,1219,"jury, error, yang, brindley, look"
1219,Veneman v. Livestock Marketing Assn.,1220,"tribe, speech, kneedler, beef, company1111"
1220,Verizon Comm. Inc. v. Law Offices of Curtis V. Trinko LLP,1221,"antitrust, verrilli, section, competition, service"
1221,"Verizon Communications, Inc. v. FCC",1222,"barr, rate, cost, fourteenth, depo"
1222,Verizon Md. Inc. v. Public Serv. Comm_n of Md.,1223,"miller, commission, contract, jurisdiction, mcdowell"
1223,Vermont v. Brillon,1224,"lawyer, trial, counsel, nelson, vermont"
1224,Vieth v. Jubelirer,1225,"smith, inc, krill, delone, political"
1225,Virginia Office for Protection and Advocacy v. Stewart,1226,"reporting, agency, galanter, sue, getchell"
1226,Virginia v. Black,1227,"smolla, cross, hurd, threat, symbol"
1227,Virginia v. Hicks,1228,"benjamin, hurd, floor, virginia, supreme"
1228,Virginia v. Maryland,1229,"virginia, maryland, baida, raphael, river"
1229,Virginia v. Moore,1230,"arrest, search, mccullough, goldstein, virginia"
1230,Voisine v. United States,1231,"villa, use, force, battery, eisenstein"
1231,"Volvo Trucks North America, Inc. v. Reeder-Simco GMC, Inc.",1232,"phillips, competition, stevens, company1111, dealer"
1232,"Wachovia Bank, N.A. v. Schmidt",1233,"national, place, company1111, bank, frey"
1233,Waddington v. Sarausad,1234,"jury, collins, prosecutor, crime, fisher"
1234,Wagnon v. Prairie Band Potawatomi Nation,1235,"tax, distributor, olson, gershengorn, tribe"
1235,"Wal-Mart Stores, Inc. v. Dukes",1236,"sellers, policy, boutrous, class, discrimination"
1236,Walden v. Fiore,1237,"nevada, goldstein, money, california, jurisdiction"
1237,Walker v. Martin,1238,"california, marshall, delay, years, supreme"
1238,"Walker v. Texas Div., Sons of Confederate Veterans, Inc.",1239,"speech, george, texas, keller, license"
1239,Wall v. Kholi,1240,"weisman, sentence, mizner, collateral, motion"
1240,Wallace v. Kato,1241,"flaxman, criminal, amendment, action, solomon"
1241,Warger v. Shauers,1242,"verdict, jury, shanmugam, juror, inquiry"
1242,Warner-Lambert Co. v. Kent,1243,"fda, drug, phillips, zieve, michigan"
1243,Washington Legal Foundation v. Legal Foundation of Wash.,1244,"interest, money, burman, property, compensation"
1244,Washington State Dept. of Social and Health Servs. v. Guardianship Estate of Keffeler,1245,"social, benefits, security, child, roseborough"
1245,Washington State Grange v. Washington State Republican Party,1246,"party, ballot, mckenna, preference, candidate"
1246,Washington v. Recuenco,1247,"jury, firearm, weapon, link, verdict"
1247,Washington v. United States,1248,"heritage, purcell, corporation, fish, treaty"
1248,Watchtower Bible _ Tract Soc. of N. Y. v. Village of Stratton,1249,"door, polidoro, cantor, village, ordinance"
1249,"Water Splash, Inc. v. Menon",1250,"service, mail, treaty, texas, hootman"
1250,Watson v. Phillip Morris Co.,1251,"ftc, test, olson, frederick, officer"
1251,"Watters v. Wachovia Bank, N. A.",1252,"bank, national, blanchard, reporting, subsidiary"
1252,Weaver v. Massachusetts,1253,"error, trial, structural, prejudice, jury"
1253,Welch v. United States,1254,"clause, johnson, substantive, walker, residual"
1254,Wellness Int_l Network Ltd. v. Sharif,1255,"bankruptcy, consent, property, hacker, stern"
1255,WesternGeco LLC v. ION Geophysical Corp.,1256,"damages, corporation, foreign, clement, petitioner"
1256,Weyerhaeuser Co. v. Ross-Simmons Hardwood Lumber Co.,1257,"reporting, group, haglund, pincus, price"
1257,Weyerhaeuser Co. v. United States Fish and Wildlife Serv.,1258,"habitat, kneedler, heritage, reporting, corporation"
1258,Weyhrauch v. United States,1259,"dreeben, duty, ayer, disclose, theory"
1259,"Wharf (Holdings) Ltd. v. United Int_l Holdings, Inc.",1260,"option, contract, cohen, inc, fourteenth"
1260,White v. Woodall,1261,"instruction, mitchell, lenz, komp, estelle"
1261,Whitfield v. United States,1262,"reporting, bank, carpenter, movement, person"
1262,Whitman v. Department of Transportation,1263,"karlan, stewart, judicial, constitutional, action"
1263,Whole Woman_s Health v. Hellerstedt,1264,"reporting, keller, abortion, texas, toti"
1264,Whorton v. Bockting,1265,"crawford, teague, forsman, decision, crossexamination"
1265,Wiggins v. Smith,1266,"bair, floor, counsel, reports, social"
1266,Wilkie v. Robbins,1267,"garre, tribe, bivens, action, property"
1267,Wilkinson v. Austin,1268,"lobel, petro, policy, reporting, company1111"
1268,Wilkinson v. Dotson,1269,"habeas, parole, cole, lewis, claims"
1269,Will v. Hallock,1270,"hallwarddriemeier, bar, judgment, suit, company1111"
1270,Williams v. Illinois,1271,"cellmark, carroll, testimony, alvarez, expert"
1271,Williams v. Pennsylvania,1272,"lev, eisenberg, judge, decision, process"
1272,Williams-Yulee v. Florida Bar,1273,"judge, richard, judges, interest, money"
1273,"Williamson v. Mazda Motor of America, Inc.",1274,"agency, safety, garre, geier, buchanan"
1274,Wilson v. Sellers,1275,"olive, heritage, decision, corporation, georgia"
1275,Winkelman v. Parma City School Distr.,1276,"parents, child, bergeron, reporting, parent"
1276,"Winter v. Natural Resources Defense Council, Inc.",1277,"garre, navy, environmental, kendall, harm"
1277,Wisconsin Central Ltd. v. United States,1278,"stock, money, dupree, heritage, corporation"
1278,Wisconsin Dept. of Health and Family Servs. v. Blumer,1279,"income, spouse, community, hagopian, flanagan"
1279,"Wisconsin Right to Life, Inc. v. Federal Election Comm_n",1280,"bopp, ads, clement, well, election"
1280,Wittman v. Personhuballah,1281,"carvin, race, percent, kagan, legislature"
1281,Wood v. Allen,1282,"scanlon, reporting, maze, decision, unreasonable"
1282,Wood v. Milyard,1283,"lord, day, domenico, waiver, appeals"
1283,Wood v. Moss,1284,"gershengorn, wilker, security, president, service"
1284,Woodford v. Garceau,1285,"aedpa, mclean, coffin, petition, habeas"
1285,Woodford v. Ngo,1286,"exhaustion, feder, administrative, prisoner, prison"
1286,Wyeth v. Levine,1287,"fda, information, frederick, label, reporting"
1287,Yarborough v. Alvarado,1288,"person, reasonable, inc, custody, parents"
1288,Yates v. United States,1289,"martinez, badalamenti, tangible, object, fish"
1289,Yeager v. United States,1290,"jury, counts, dreeben, count, buffone"
1290,"Yellow Transp. Inc. v. Michigan, et al",1291,"michigan, fee, reciprocity, casey, trucks"
1291,"Young v. United Parcel Service, Inc.",1292,"halligan, pregnancy, pregnant, policy, employees"
1292,Young v. United States,1293,"clark, bankruptcy, millett, chapter, period"
1293,Ysursa v. Pocatello Ed. Assn.,1294,"smith, reporting, collins, local, political"
1294,Zadvydas v. Underdown,1295,"kneedler, fourteenth, inc, depo, barnard"
1295,Zedner v. United States,1296,"defendant, zas, waiver, joseffer, trial"
1296,Zelman v. Simmons-Harris,1297,"schools, school, program, chanin, inc"
1297,Ziglar v. Abbasi,1298,"policy, conditions, bivens, gershengorn, fbi"
1298,Zivotofsky v. Clinton,1299,"president, lewin, verrilli, power, passport"
1299,Zivotofsky v. Kerry,1300,"lewin, recognition, president, verrilli, position"
1300,Zubik v. Burwell,1301,"verrilli, religious, coverage, plan, employees"
1301,Zuni Public School Dist. v. Department of Education,1302,"srinivasan, amberg, secretary, revenues, school"
